"EnterpriseName","State","District","Pincode","RegistrationDate","CommunicationAddress","NIC5DigitCode","NICDescription"
"M/S AURORA APPAREL PRIVATE LIMITED","KARNATAKA","BELAGAVI","591237.0","31/08/2020","R. S. NO. 18, D/E/F/G, ADARSHNAGAR NEAR EXCISE QUARTERS, PUNE-BANGALORE HIGHWAY, R. S. NO. 18, -, NIPANI","14101","Manufacture of all types of textile garments and clothing accessories"
"M/S NARMADA PRINTERS","KARNATAKA","BENGALURU (URBAN)","560021.0","31/08/2020","No.889, Ground Floor, 6th C Cross, 3rd Main, No.889, Not Applicable, Bangalore","18112","Printing of magazines and other periodicals, books and brochures, maps, atlases, posters etc."
"MONIKA COCONUT MERCHANT AND PANSARY STORE","KARNATAKA","MYSURU","570004.0","02/09/2020","02 & 03, MONIKA COCONUT MERCHANT AND PANSARY STORE, AGRAHARA CIRCLE, 02 & 03, AGRAHARA, MYSORE","20119","Manufacture of organic and inorganic chemical compounds n.e.c."
"Pujar Products","KARNATAKA","HAVERI","581106.0","02/09/2020","1550, Pujar Building, Sajjan shettar Plot KDM Road, 1550, Byadgi, Byadgi","10796","Manufacture of papads, appalam and similar food products"
"M/S SAMSUG TECH LLP","KARNATAKA","BENGALURU (URBAN)","560075.0","02/09/2020","7/2, 110, -, GM Palya Main Road,, 7/2, 110, B Wing, Srinivasa Enclave, Bangalore","33200","Installation of industrial machinery and equipment"
"M/S SALOC TECHNOLOGIES PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560026.0","02/09/2020","274/14, New Guddadahalli, ., 274/14, ., Bengaluru","27103","Manufacture of electric motors (except internal combustion engine starting motors)"
"M V ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560079.0","02/09/2020","NO.120, 1ST MAIN ROAD, VIJAYANAGAR, NO.120, -, BANGALORE","24109","Manufacture of other basic iron and steel n.e.c"
"METAL HOUSE","KARNATAKA","BENGALURU (RURAL)","560074.0","02/09/2020","19, Metal House, 2nd Phase, 19, Kumbalagodu industrial area, Bengaluru","24320","Casting of non-ferrous metals"
"M/S SHRI KALA BHAIRAVESHWARA ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","562157.0","09/04/2021","NO 91 SECOND FLOOR, SHRI KALA BHAIRAVESHWARA ENTERPRISES, BETTAHALASUR POST, NO 91 SECOND FLOOR, SHAKTHINAGARA, BANGALORE","10614","Grain milling other than wheat, rice and dal"
"NATURES BLOSSOMS","KARNATAKA","BENGALURU (URBAN)","560086.0","09/04/2021","No.176, 4th D Main Road, Mahalakshmi Layout, No.176, Mahalakshmi Layout, Bangalore","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"M/S VARK FASHIONS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560100.0","09/04/2021","E-504, Concorde Manhattans, Neeladri Road, E-504, -, BANGALORE","13999","Manufacture of other textiles/textile products n.e.c."
"DHANLAKSHMI JEWELLERS","KARNATAKA","BENGALURU (URBAN)","560002.0","09/04/2021","No 38/1, ELLORA MANSION, NAGARTHPET CROSS, No 38/1, KEMPANNA LANE, BENGALURU","32119","Manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
"SRI RAMANARAYANA RICE INDUSTRIES","KARNATAKA","CHIKBALLAPUR","563125.0","20/09/2021","474/444/4, Sri Ramanarayana Rice Industries, Chelur Road, 474/444/4, 4, Chintamani","10612","Rice milling"
"SUMITRON TECHNOLOGY","KARNATAKA","BENGALURU (URBAN)","560058.0","09/04/2021","NO.44/4, ., PEENYA 2ND PHASE, NO.44/4, MARUTHI LAYOUT, BANGALORE","28110","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
"VINAYAK H RAIKAR GOLDSMITH","KARNATAKA","BELAGAVI","590005.0","09/04/2021","H NO 376, SAMBHAJI NAGAR, HATTI ROAD, H NO 376, ., BELAGAVI","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"Nijagunigouda Channabasanagouda Goudra","KARNATAKA","HAVERI","581208.0","09/04/2021","Manakur, manakur haveri, near water tank, Manakur, ward no, Haveri","32909","Manufacture of other articles n.e.c."
"Precicut manufacturing Solutions","KARNATAKA","DHARWAD","580025.0","20/09/2021","D-46, KSSIDC, 9th Cross, D-46, , Hubli","28199","Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including manufacture of parts and accessories for general purpose machinery and equipment.)"
"M/S AKAM TECHNOLOGIES","KARNATAKA","BENGALURU (URBAN)","560078.0","29/10/2020","NO 24/A, NANJUNDESHWARA LAYOUT, NANJUNDESHWARA LAYOUT, NO 24/A, 5TH PHASE, BANGALORE","26511","Manufacture of physical properties testing and inspection equipment"
"SRI VINAYAKA CRAFTERS","KARNATAKA","BENGALURU (URBAN)","560091.0","29/10/2020","NO 12, 1ST CROSS, SRIGANDADAKAVALU, NO 12, SUNKADAKATTE, BANGALORE","10719","Manufacture of other bakery products n.e.c."
"BASAVARAJ SHIVAPPA HARTI","KARNATAKA","GADAG","582211.0","29/10/2020","01, 593, GAJENDRAGAD - BADAMI ROAD, 01, GAJENDRAGAD, GADAGA","29202","Manufacture of trailers and semi-trailers for transport of goods or passengers"
"Tigon Sporting Equipments","KARNATAKA","DHARWAD","580030.0","29/10/2020","D-190, Industrial Estate, Gokul Road, D-190, II Gate, Hubballi","20116","Manufacture of basic chemical elements"
"Vinayaka Enterprises","KARNATAKA","MYSURU","570004.0","29/10/2020","NO 504, BESTHAGERI, ROAD, NO 504, DOUBLE, MYSORE","32909","Manufacture of other articles n.e.c."
"Shri Amruth Enterprises","KARNATAKA","CHITRADURGA","577501.0","19/09/2021","#1, Shri Amruth enterprises building, BD road Gandhi circle, #1, 2nd, Chitradurga","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"ALPHA INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","560056.0","08/04/2021","NO.29/78, 2ND CROSS, KENGERI HOBLI, NO.29/78, DODDABHASTI MAIN ROAD, BENGALURU","24311","Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/ cast-steel"
"KUMAR POWER LOOMS","KARNATAKA","BENGALURU (RURAL)","561203.0","12/07/2021","CHOWDESHWARI TEMPLE, C T STREET, CHOWDESHWARI TEMPLE STREET, CHOWDESHWARI TEMPLE, 0, BANGLAORE","13122","Weaving, manufacture of silk and silk mixture fabrics."
"M/S AURNATE BOTTLINGS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","562123.0","25/09/2021","SY NO. 24/3, AURNATE BOTTLINGS PRIVATE LIMITED, GOPALPURA PANCHAYAT, SY NO. 24/3, DASANPURA HOBLI, BANGALORE NORTH","11049","Manufacture of other non-alcoholic beverages n.e.c."
"AQUA AUTOMATION & SERVICES","KARNATAKA","BENGALURU (URBAN)","560091","28/04/2021","NO. 41, -, 1 ST CROSS, NO. 41, NEAR NEMMADI VISHRANTHIDHAMA, BANGALORE","27104","Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)"
"R C INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","560023.0","25/09/2021","NO 71, GROUND FLOOR, SHREE BALAJI ASHRAYA, P & T COLONY, CHOLURAPALYA, NO 71, GROUND FLOOR, PART OF EAST & SOUTH SIDE, BENGALURU","25999","Manufacture of other fabricated metal products n.e.c."
"SABIYA BEGUM","KARNATAKA","KALABURAGI","585211.0","19/04/2024","3-2-94, KAJIPURA GALLI NEAR JAMIYYA MAJID, WARD NO 13, 3-2-94, CHITTAPUR, CHITTAPUR","10719","Manufacture of other bakery products n.e.c."
"RAVI MILK CENTER","KARNATAKA","CHIKKAMAGALURU","577548.0","19/04/2024","KAMSAGARA, KADUR, KADUR, KAMSAGARA, KADUR, KADUR","10503","Manufacture of baby milk foods"
"SRI VINAYAKA TAILOR","KARNATAKA","UDUPI","576211.0","19/04/2024","MATHASHRI NILAYA, HUNSEKATTE, HUSNEKATTE, MATHASHRI NILAYA, JAPTHI, KUNDAPURA","14101","Manufacture of all types of textile garments and clothing accessories"
"MILK DAIRY BUSINESS","KARNATAKA","TUMAKURU","572130.0","04/04/2024","0, 0, kithanamangala road, 0, kunduru, KUNIGAL","10501","Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured)"
"SHAHI FASHIONS","KARNATAKA","BENGALURU (URBAN)","560041.0","28/03/2024","28/1, 2nd Floor,, SHAHI FASHIONS, 7th Cross,, 28/1, 2nd Floor,, S R K Garden, Bangalore South","13991","Embroidery work and making of laces and fringes"
"AZHAN ENTERPRISES","KARNATAKA","KOPPAL","583232","10/04/2024","28/04, 3, Ambedkar Nagara, 28/04, Kukanoor, Kukanoor","10750","Manufacture of prepared meals and dishes"
"Karthik Tailors","KARNATAKA","DAKSHIN KANNAD","574142","10/04/2024","2-30, Kamajalu House, Kenjar, 2-30, Pejavara Post, Mangalore","14105","Custom tailoring"
"Cattle business manjunatha B S","KARNATAKA","HASSAN","573136","25/04/2024","36, 36, Bediganahalli, 36, Bediganahalli, Kalenahalli","10509","Manufacture of other dairy products n.e.c."
"KUMAR DOORS AND INTERIORS","KARNATAKA","BENGALURU (URBAN)","560036.0","19/04/2024","17 SAI KRUPA, 6TH MAIN ROAD, KR PURAM, 17 SAI KRUPA, AYYAPANAGAR, BANGALORE","31001","Manufacture of furniture made of wood"
"RAMYA S","KARNATAKA","TUMAKURU","572128.0","03/04/2024","122, THIRUMALAPALYA, TUMKUR, 122, KORA HOBALI, TUMKUR","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"M/S R.N. THERMO PACK PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560099.0","03/04/2024","NO. 52-B,, R.N. THERMO PACK PRIVATE LIMITED, BOMMASANDRA INDUSTRIAL ESTATE, NO. 52-B,, HOSUR ROAD,, BENGALURU","22203","Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc)"
"RAJESH ENTERPRISE","KARNATAKA","SHIVAMOGGA","577227.0","03/04/2024","00, RAJESH ENTERPRISE, YADAVA BEEDI, 00, SHIVAMOGGA, SHIVAMOGGA","32909","Manufacture of other articles n.e.c."
"I FLEX SOLUTIONS","KARNATAKA","BENGALURU (URBAN)","560048.0","19/04/2024","Sy No: 91/1,, No: 84, Shop No: 3,, Shetty Layout,, Sy No: 91/1,, Opp. Brigade Apartment,, Bengaluru","28299","Manufacture of other special-purpose machinery n.e.c."
"Sathish N","KARNATAKA","BENGALURU (RURAL)","561203.0","19/04/2024","30/425, Narayanappa house, Kongadiyappa college, 30/425, 9, Bangalore","13122","Weaving, manufacture of silk and silk mixture fabrics."
"Vaibhavi Rohit Anantpur","KARNATAKA","BAGALKOT","587301.0","22/03/2024","5390, Jambagi Road, Jambagi Road, 5390, 00, Jamakhandi","10794","Manufacture of malted foods including foods for infants and handicapped"
"Ganesha Roti Shop","KARNATAKA","BIDAR","585401.0","22/03/2024","LIG 8, Hudco Colony, Hudco Colony, LIG 8, Bidar, Bidar","10750","Manufacture of prepared meals and dishes"
"M/S ABHAASHISH FRANCHISES (OPC) PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560049.0","22/03/2024","Sy No.26/6, At Bidare, ., Sy No.26/6, Virgonagar, Bangalore","10505","Manufacture of ice-cream, kulfi etc."
"SHREE MARUTHI STEEL &  GRANITES","KARNATAKA","BENGALURU (URBAN)","560064.0","20/04/2024","NO.1016/34/1, MARUTHI NAGAR, KOGILU MAIN ROAD, NO.1016/34/1, SY NO.034/1, YELAHANKA","25111","Manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings"
"Dairy Farm","KARNATAKA","HASSAN","573131.0","20/04/2024","NETTEKERE, NETTEKERE, CHANNARAYAPATNA, NETTEKERE, NUGGEHALLI, HASSAN","10502","Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food"
"Bharat Engineering Enterprises","KARNATAKA","BELAGAVI","591307.0","22/03/2024","APMC ROAD, NEAR GANESH OIL MILL, GOKAK, APMC ROAD, GOKAK, GOKAK","25111","Manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings"
"RAGHAVENDRA H R (SRI SADGURU ENTERPRISES)","KARNATAKA","BENGALURU (URBAN)","560062.0","22/03/2024","43, ., Chunchaghatta Main Road, 43, ., Bangalore","11043","Manufacture of mineral water"
"LAXMI TAILOR","KARNATAKA","BELAGAVI","591102.0","03/04/2024","KALLLAPA, LAXMI  AGASIMANI, KADABI GALLI, KALLLAPA, BAILHONGAL, BELAGAVI","14105","Custom tailoring"
"HALLI DABHA AND HOTEL MUDAKAVI","KARNATAKA","BELAGAVI","591123.0","03/04/2024","YAMANAPPA HALAGI, HALLI DABHA, MUDAKAVI UP BUS STOP, YAMANAPPA HALAGI, RAMDURG, RAMDURG","10750","Manufacture of prepared meals and dishes"
"harish","KARNATAKA","BENGALURU (RURAL)","561203","20/04/2021","#2136, KALLUPETE, MAIN ROAD, #2136, 1ST BLOCK, DODDABALLAPURA","13122","Weaving, manufacture of silk and silk mixture fabrics."
"RAVINDRAKUMAR","KARNATAKA","TUMAKURU","572214.0","04/04/2024","#, #, #, #, #, C N HALLI","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"Anil kumar bamnalli","KARNATAKA","KALABURAGI","585211.0","22/03/2024","sury no 170/2B, Chithawali peath, Chithawali peath, sury no 170/2B, Ward No 17, Chittapur","23959","Manufacture of other cement and asbestos cement products n.e.c."
"Thanu Tailoring Materials","KARNATAKA","MANDYA","571426.0","22/03/2024","K R Pete, K R Pete, K R Pete, K R Pete, K r Pete, K R Pete","14105","Custom tailoring"
"Hemashree welding works","KARNATAKA","KOLAR","563137.0","22/03/2024","1, Umesha N, Malur, 1, Malur, Kolar","24319","Manufacture of other iron and steel casting and products thereof"
"SADIK FABRICATION WORKS","KARNATAKA","BELAGAVI","591103.0","22/03/2024","-, 95, SIDDIQ NAGAR, -, BALEKUNDRI BK, BELAGAVI","25999","Manufacture of other fabricated metal products n.e.c."
"somashekhar t j","KARNATAKA","CHIKKAMAGALURU","577228.0","22/03/2024","UPPARABASAVANAHLLI, UPPARABASAVANAHLLI, TARIKERE, UPPARABASAVANAHLLI, TARIKERE, TARIKERE","10793","Processing of edible nuts"
"RAKSHITH MILK Business","KARNATAKA","MANDYA","571605.0","03/04/2024","No 120, Saxibeedu, Beeravalli road, No 120, K R pete, Mandya","10509","Manufacture of other dairy products n.e.c."
"Sumathi Fashion Designer","KARNATAKA","KOLAR","563101.0","03/04/2024","#1756, 2nd Cross, Bhovi Colony, Bhovi Colony, #1756, Kolar, Kolar","14101","Manufacture of all types of textile garments and clothing accessories"
"GANGEGOWDA","KARNATAKA","CHIKKAMAGALURU","577133.0","22/03/2024","BANAVARA, BANAVARA, BANAVARA, BANAVARA, BANAVARA, BANAVARA","22111","Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three-wheelers, tractors and aircraft"
"KAVERIGOWDA B T","KARNATAKA","MANDYA","571433.0","22/03/2024","KHATA NO. 613/447, JAGGERY UNIT, MADDUR, KHATA NO. 613/447, KASABA HOBLI, MADDUR","10722","Manufacture of 'gur' from sugarcane"
"BIBIJAN SILKS","KARNATAKA","CHIKBALLAPUR","562105.0","03/04/2024","MAHABOOB NAGAR, SIDLAGHATTA TOWN, MAHABOOB NAGAR, MAHABOOB NAGAR, SIDLAGHATTA, SIDLAGHATTA","13122","Weaving, manufacture of silk and silk mixture fabrics."
"Manjunatha k","KARNATAKA","TUMAKURU","572125.0","22/03/2024","1, 2, Sira road, 1, 2, Sira","12003","Manufacture of cigarettes, cigarette tobacco"
"ANANDA GANAPATHI WELDING WORKS PRO A R CHANDASHEKAR","KARNATAKA","RAMANAGARA","562120.0","22/03/2024","ward no 17, Near ananda ganapathi temple, magadi, ward no 17, magadi, ramanagara","27102","Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators"
"M/S TESNEE PRODUCTS LIMITED","KARNATAKA","BENGALURU (URBAN)","560003.0","04/11/2020","NO 16, 2ND FLOOR, 7TH CROSS, NO 16, SAMPIGE MAIN ROAD, BANGALORE","20237","Manufacture of cosmetics and toileteries (includes manufacture of pre- shave, shaving or after shave preparations; personal deodorants and anti- respirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for the care of the skin, other than medicaments; manicure and pedicure preparations etc.)"
"SRI KABBALLAMMA CHICKEN CENTRE","KARNATAKA","BENGALURU (URBAN)","560061.0","04/11/2020","NO.152, UTTARAHALLI MAIN ROAD, UTTARAHALLI MAIN ROAD, NO.152, AREHALLI, BENGALURU","10104","Poultry and other slaughtering, preparation"
"Shri Shamsan","KARNATAKA","BIDAR","585403.0","04/11/2020","5, Bigbazar, Manhalli Road, 5, 4, Bidar","32909","Manufacture of other articles n.e.c."
"UNIVERSAL WASH TECH","KARNATAKA","BENGALURU (URBAN)","560091.0","28/07/2020","NO 22, NEAR PILLAPPAKATTE, HEGGANAHALLI, NO 22, KARIMSAB LAYOUT, BENGALURU","14101","Manufacture of all types of textile garments and clothing accessories"
"MALEKHA LAKSHMI","KARNATAKA","VIJAYANAGAR","583201.0","22/03/2024","HOUSE NO 621/1, LAKSHMI RANGANATHA NILAYA, CHAPPARADAHALLI, HOUSE NO 621/1, WARD NO 28, HOSPET","14105","Custom tailoring"
"ARUNA ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560036","10/04/2024","NO-280/A D NO-2, 1ST FLOOR, K R PURAM, NO-280/A D NO-2, OPP- AMARAJYOTI SCHOOL, BANGALORE","28180","Manufacture of power-driven hand tools"
"Maniyar Ladies Tailoring","KARNATAKA","BELAGAVI","591302.0","27/03/2024","607/a, Bazar Peth, Bazar Peth, 607/a, Khanapur, Khanapur","14105","Custom tailoring"
"Apex Enterprises","KARNATAKA","VIJAYANAGAR","583201.0","03/04/2024","1st Floor, No 01, Near Anjuman Shadi Mahal, 1st Floor, 9th Ward Rajaji Nagar, Hospet","18129","Other service activities related to printing n.e.c."
"ASHOK ELECTRICAL","KARNATAKA","BENGALURU (URBAN)","560097.0","22/03/2024","#232, NA, SINGAPURA MAIN ROAD, #232, VARADARAJA NAGAR, BANGALORE","33140","Repair of electrical equipment"
"SRI KALIKAMBA TIMBERS","KARNATAKA","DAVANGERE","577001.0","19/04/2024","D/N94/15, SRI KALIKAMBA TIMBERS, VRL OFFICE ROAD, D/N94/15, DAVANAGERE, DAVANAGERE","16212","Manufacture of particle board and fibreboard including densified wood"
"Goundi mestri","KARNATAKA","BELAGAVI","591104.0","19/04/2024","121, Udikeri, Main road, 121, 2nd, Belgaum","16229","Manufacture of builders' carpentry and joinery n.e.c."
"LAXMI TAILORING","KARNATAKA","KALABURAGI","585218.0","19/04/2024","E/3/108, Kollur, S B Temple, E/3/108, 01, Gulbarga","13111","Preparation and spinning of cotton fiber including blended* cotton"
"SMALL SCALE INDUSTRIES","KARNATAKA","DHARWAD","580025.0","27/03/2024","00, GAMANAGATTI, 1ST CROSS, 00, DHARWAD, DHARWAD","25113","Manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and handling equipment etc.)"
"Sri Byraveshwara Concrete Bricks","KARNATAKA","BENGALURU (RURAL)","562130.0","06/02/2021","001, Bolamaranahalli, Kasaba Hobali, 001, Nelamangala, Bangalore Rural Dist","32909","Manufacture of other articles n.e.c."
"G V Enterprises","KARNATAKA","BENGALURU (URBAN)","560058.0","14/07/2021","No: 17F, 2nd Phase, 1st Main Road, No: 17F, Peenya, Bengaluru","24202","Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys"
"Ashwini Tailors","KARNATAKA","MYSURU","570008.0","14/07/2021","298, Ashwini Tailors, Swevaja Faram Road, 298, Kanakageri, Mysore","14101","Manufacture of all types of textile garments and clothing accessories"
"HAKKE INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","560105.0","14/07/2021","Plot No. 298,, Sy No. 153 & 156, Bommasandra Jigani Link Road,, Plot No. 298,, Industrial Area, Bangalore","25119","Manufacture of other structural metal products"
"Sri Shankara Engineering Works","KARNATAKA","BENGALURU (URBAN)","560099.0","14/07/2021","288, Bommasandra Industrial Area, Anekal Taluk, 288, 0, Bangalore","25999","Manufacture of other fabricated metal products n.e.c."
"Sundar readymade garments","KARNATAKA","MANDYA","581422.0","14/07/2021","2, Sundar readymade garments, Marigudui temple road, 2, Marigudui, Maddur","13999","Manufacture of other textiles/textile products n.e.c."
"VENKATESHWARA TRADERS","KARNATAKA","HASSAN","573213.0","14/07/2021","HALE SANTHE BEEDHI, WARD NO 10, HALE SANTHE BEEDHI, HALE SANTHE BEEDHI, ALUR, ALUR","10719","Manufacture of other bakery products n.e.c."
